State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,SC,ST,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Housholds_with_Electric_Lighting,Households_with_Computer,sex_ratio,literacy_rate
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,790212,755602,804245,1611,295718,53751,1433879,106928,1243,460,121,1599,50,231130,12718,105.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,738241,716828,825880,3644,198612,409865,1267043,151071,3996,1353,175,29353,123,213825,14905,103.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,1225100,1140006,1441757,3406,383508,311985,2268838,85414,1964,832,986,655,232,251132,31194,107.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,1256257,1122201,1545719,4546,501630,221936,2198297,103480,5580,4146,991,62992,168,366494,24811,112.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,1157495,1071440,1371781,3754,398569,319975,2158623,59471,2228,1163,364,3135,1689,294702,22751,108.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,683743,627589,780362,1566,271281,145512,1163607,137980,1404,640,357,6232,66,212138,11166,109.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,695879,683252,864194,1182,130797,519856,1145052,79739,1857,360,7288,4982,135315,228695,10417,102.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,540021,526042,604194,1733,89733,476008,997073,42426,2372,912,268,1737,19448,113184,10817,103.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,780520,732161,894612,1382,353914,37836,1321003,174724,815,631,179,13755,66,232735,10797,107.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,361784,326077,328025,273,108391,161448,638702,41396,230,6387,201,379,40,74770,5393,111.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,919795,806255,900846,1852,321515,227802,1648749,51200,1117,7151,3421,12171,72,148128,15304,114.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,575912,551121,600785,837,130202,313304,1077545,34419,511,128,92,93,12556,102228,10790,104.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,760355,684811,747940,1090,361604,67857,1383475,44143,588,251,109,15569,39,132725,10899,111.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,1016289,970575,1240990,7501,523869,48730,1718204,233133,4659,3241,945,24622,211,323379,27733,105.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,330674,314084,356672,839,58147,300687,620515,15966,667,190,70,220,6028,67975,6360,105.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,769568,689307,862918,1926,292144,67603,1287391,149548,1313,914,295,18490,70,181510,12888,112.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,932334,881572,1411281,6163,364059,100280,1107809,357253,4483,1504,328033,10205,389,314490,24232,106.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,1480768,1407677,2251875,9438,506374,404128,2055177,421410,7223,2242,383891,11360,3288,512492,36185,105.0,78.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,605520,594814,899860,2932,200372,88886,1009352,26502,2145,831,154458,1017,3555,227025,13165,102.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,1349106,1235943,1718507,5614,351254,32722,2174672,320395,2097,824,68482,8719,399,402052,29198,109.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,1337560,1248698,1879874,4767,470895,124837,1845424,354236,3531,1668,364229,12242,522,423036,24877,107.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,1123834,1080473,1578615,8239,348365,389441,1780085,92297,10701,5251,286734,3861,23188,418666,31419,104.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,1054031,996831,1293916,6065,127571,647315,1825460,187901,3653,1422,13405,12818,912,315332,27139,106.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,661554,660953,1004243,2866,175961,214253,1153861,26157,1827,2160,125282,1568,5080,239981,13595,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,606294,571051,790743,1221,182565,111954,863199,127552,992,643,176679,5278,103,159114,9676,106.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,2197365,2032552,2891882,14297,389273,604367,3457615,560261,7091,3091,143865,27404,9662,720791,56775,108.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,1011473,947573,1195523,3791,272266,42263,1504641,274221,12542,1629,152540,9619,336,288895,17236,107.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,1980658,1895343,2825845,22269,504461,30206,3379906,286558,15573,1570,29766,154882,1274,770005,71879,105.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,1273140,1181056,1650672,6217,480913,57488,2006984,367664,2387,935,66535,6387,310,381722,29758,108.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,2384975,2268595,3673808,57964,867713,437571,3492202,390974,34667,20469,668050,24528,12181,917626,135750,105.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,1730075,1631217,2189425,7548,640483,281695,2501741,471951,3902,13540,354189,5049,1273,488748,43055,106.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,833170,815125,906509,2579,47985,1141933,1521618,96182,8467,685,4969,6191,2907,186202,17047,102.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,3157186,2950001,4345366,45039,554687,1564369,5237009,693052,23946,8912,94783,38212,1795,904710,138887,107.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,861535,796041,1137810,3209,265184,36039,1437623,178925,942,340,28216,4530,195,240042,18183,108.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,942870,893216,1157814,3982,247308,40514,1328385,306364,2081,1371,187899,6238,262,272486,21196,106.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,4924105,4505303,7171723,235018,1180703,348876,8090254,673704,134192,27090,340404,127786,9873,1925019,490260,109.0,76.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,761121,853948,1199392,7752,66948,20374,1307211,187197,1990,230,113467,3347,95,367352,31062,89.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,1435728,1386415,2049467,13212,353093,18333,2440312,239607,9098,1260,38210,87453,769,485126,49056,104.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,1510842,1492899,2225694,14093,323236,29635,2691952,146970,4408,1182,141315,12810,676,562653,57423,101.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,417332,432319,666067,3517,55586,6976,780384,26264,15471,219,24762,1046,53,194228,15721,97.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,2227852,2089904,2910676,15145,649745,77592,3795424,441254,9882,1279,35497,28134,568,595560,59296,107.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,5865078,5195070,8227161,256170,730089,1542451,8716055,1355630,280700,39149,449617,172052,9862,2231800,551643,113.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,668385,632389,1019458,4313,188830,149507,1057096,53854,2696,2147,175417,5663,2254,266155,16260,106.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,620302,576858,869917,1875,229462,80471,859949,142672,1707,518,179330,8476,381,196022,10757,108.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,1419965,1352383,2022574,6094,328518,514057,2251401,239236,4567,1596,249874,11422,3745,446516,29917,105.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,118782,118617,156333,676,22113,3287,175102,18691,4264,56,76,16,38457,34364,3447,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,74579,69603,90302,184,540,128280,10810,3086,129049,136,400,59,354,18764,1782,107.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,138820,135323,195935,837,443,254787,12034,2886,254979,152,495,87,2333,29894,4496,103.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,247323,231825,264477,256,1000,419210,43833,1649,426819,140,2409,53,1243,22798,2170,107.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,72371,68280,85006,125,22,134626,2995,589,134760,59,425,57,1144,11541,1362,106.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,210845,211323,269304,880,40593,1808,267146,107323,4322,106,114,24,42347,49507,5110,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,94718,89280,129829,276,248,173606,7553,1115,174112,108,635,70,32,14026,2437,106.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,161223,156694,192147,288,509,305180,17272,3359,289708,56,1004,38,5617,24550,2368,103.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,410749,415173,578030,5032,5642,661158,144935,14185,543394,2495,3111,303,115597,135941,19306,99.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,196285,198839,187527,510,1317,376099,12456,1646,271596,34,284,45,107559,41677,4333,99.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,73170,69164,82062,179,319,134237,7036,1050,132984,27,332,10,362,10940,1625,106.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,324159,319132,358702,1630,8810,474009,122936,106788,389956,209,3392,144,16950,51301,8872,102.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,193715,189746,230678,149,168,375097,6498,1533,366881,58,1313,38,5878,32873,2462,102.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,199270,201039,340595,4019,627,373542,13249,5264,379134,105,1570,76,505,79804,21093,99.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,63388,62357,100802,186,17,123466,1075,699,123446,9,151,45,194,23948,2263,102.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,42918,41037,65895,367,84,73609,4000,4426,75210,16,108,2,46,14853,1986,105.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,60599,57295,62861,162,146,112354,1668,522,63892,52,51549,122,2,9283,1329,106.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,82891,78537,121122,482,178,153533,5231,1290,127124,74,27543,93,5,26394,3725,106.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,44828,41536,60191,90,51,82080,2989,1782,69104,13,12328,25,19,12158,1073,108.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,28594,27980,42233,168,83,54642,933,514,54977,11,102,4,2,7400,1194,102.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,32851,32086,54476,131,32,62889,991,335,63444,6,60,9,35,12315,987,102.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,197394,181417,278037,3303,0,223989,108900,31212,234239,566,1270,2148,157,71413,12077,109.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,138966,129022,197489,1928,0,224738,25496,4384,234955,998,1519,80,335,50724,7982,108.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,101092,93530,159494,537,0,178431,9840,2057,181847,78,442,66,6,40154,2728,108.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,131753,118507,119626,178,0,238285,8102,3444,236494,84,1256,314,1,14398,2844,111.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,83743,79675,105893,170,0,157146,3563,950,158224,31,350,17,198,36182,1558,105.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,101933,94663,117511,155,0,190916,2979,1052,191864,27,572,5,1,24998,2251,108.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,84505,81838,128208,198,0,156621,5605,2043,158236,34,318,8,20,25268,1757,103.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,71217,69540,102881,261,0,136561,2580,772,136995,39,286,6,2,28846,2008,102.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,1185787,1134742,1621232,7370,478586,275678,2197709,94254,6434,237,111,201,18345,296834,28289,104.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,760260,746077,1094140,2637,334896,30428,1398543,104202,745,169,81,111,61,164636,15609,102.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,1352760,1271710,2011469,15046,498633,93745,2457729,141263,11985,1026,6276,1180,168,349587,40589,106.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,612593,580218,829910,1810,234079,162056,1185542,4805,727,124,366,39,139,117172,10600,106.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,282882,294935,262537,635,39175,313714,353160,1556,219482,53,2180,66,4,63112,5523,96.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,1779218,1749813,2210050,9049,688235,118928,3486059,13315,23975,590,174,170,76,405298,41059,102.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,296690,282815,405879,2498,104620,176758,553587,12783,10462,1441,80,70,67,81433,7555,105.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,787101,789768,802036,1953,286580,449456,1555367,4975,11160,796,175,1225,220,91171,12622,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,359945,373165,399786,768,115544,392820,580300,2138,148895,82,290,47,23,28736,6609,96.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,717814,722547,1089265,1628,309780,9484,1386792,50247,1423,169,62,52,24,173107,11836,99.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,1167137,1084536,1749936,35701,297472,115051,2147632,84060,12527,1264,475,476,434,349860,75588,108.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,678809,700838,568090,3988,196540,697583,1294151,8850,68550,518,219,491,3384,85766,17294,97.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,303624,309568,244706,448,138295,354614,600219,1871,10039,213,43,195,35,24604,3908,98.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,1256213,1263525,1369397,2950,184682,1479576,2113079,33706,15008,661,162,109,351714,140189,17999,99.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,502636,460153,688362,1163,136399,58691,955754,5278,383,107,33,24,12,124984,8278,109.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,301962,308420,299383,757,82159,206327,601092,4952,1778,724,76,905,22,43976,4221,98.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,865380,833350,1291939,3416,325133,6129,1644905,46094,4239,193,243,94,302,201605,16006,104.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,471960,495951,407735,1553,139514,541905,874445,4607,84916,219,249,123,44,61543,9166,95.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,526877,514222,703691,5231,191827,355261,964188,20120,50637,2506,310,86,1117,126498,14521,102.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,1061147,1032290,1342322,12787,191660,1062349,1532352,71391,385011,5713,710,721,89986,223537,35024,103.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,97809,102413,154916,1868,35348,0,152638,28835,18391,46,63,54,14,47880,4870,96.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,19143,22673,36470,574,144,0,27940,12856,958,3,21,14,3,7150,1484,84.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,27301,28325,39274,207,8427,0,53537,1191,873,3,1,4,4,12859,597,96.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,1318408,1172248,1684770,29961,770864,0,690939,12502,54344,1716935,876,3152,1044,461231,63864,112.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,743197,645328,844868,11284,450473,0,380569,16299,2474,984286,246,1266,559,255650,32253,115.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,326671,290837,381285,4348,240328,0,141363,3125,1227,469789,155,1109,103,113549,12276,112.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,320795,279368,426033,5138,192493,0,152851,16808,1698,427521,48,178,251,113683,14294,115.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,1071637,957437,1227511,10042,855726,0,906408,6844,19358,1090815,454,1143,278,349662,31070,112.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,1212617,1085706,1634719,14428,580576,0,1074332,27667,176587,1002874,405,580,812,411216,38445,112.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,809057,777568,1199699,13747,557504,0,1000743,23089,14968,538208,3476,2034,531,319930,34328,104.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,1145211,1048379,1622537,39082,854444,0,1394329,30233,26016,718363,11385,4011,805,446200,79134,109.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,426311,388857,576567,9732,276707,0,336124,10190,5445,453692,6662,553,334,161206,23145,110.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,1867816,1630923,2560225,58589,923358,0,1502403,77713,16517,1863408,2007,19620,1254,703624,123400,115.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,408732,361019,423560,2673,258878,0,156539,10375,917,598443,123,1577,493,140099,10085,113.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,525920,469826,627889,7897,363417,0,158414,9388,3277,818921,178,436,365,183396,21662,112.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,475622,426274,524848,4571,381554,0,254920,4333,1681,638625,240,744,433,166585,14077,112.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,1002522,893164,1266791,24274,465359,0,783306,40043,5683,1059944,245,1914,1410,352929,55105,112.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,357485,327142,502731,6600,180905,0,304481,14492,2094,361045,118,653,143,129123,17542,109.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,878029,777140,1002077,10736,461609,0,389410,179116,2406,1077438,268,3222,1038,305557,30955,113.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,1324085,1258967,1526673,13499,478027,63482,2201663,314159,10605,6799,417,45614,184,393498,41732,105.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,1939026,1735153,2182476,9750,653036,289249,3039279,547335,2696,64532,4384,13221,348,485723,45770,112.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,907754,889731,829343,2324,80091,1372999,1701234,48834,22250,427,138,22613,109,120603,15062,102.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,633945,588810,693307,1363,221184,276857,1133349,79984,1432,3066,84,2795,48,161310,9491,108.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,1369022,1234729,1188322,2766,436414,176257,2244882,321192,1157,450,157,34010,34,126494,37730,111.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,1355726,1192736,1480869,4179,557305,54090,2143046,371286,1576,23456,899,5758,18,288723,26106,114.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,1220736,1187787,1256126,6207,407947,229273,2224839,142427,1978,1468,183,35149,60,373644,24014,103.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,1240801,1123136,1278801,7607,493646,7779,2073356,235741,1901,20072,285,30850,79,220793,29531,110.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,577160,533746,585044,1392,210788,228549,1017688,66609,682,11059,144,13455,24,136969,7705,108.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,783171,761167,821825,4941,250224,201546,1413163,97855,1274,1515,252,25843,136,268172,16560,103.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,1051446,988101,1149269,2577,451721,11245,1777879,249736,958,402,188,7104,127,231696,15259,106.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,857787,776622,938051,1719,354337,433344,1582335,45488,439,296,94,3737,115,195277,14539,110.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,653647,552869,683098,1330,245695,58594,1127520,72258,688,1356,92,2739,21,96086,9504,118.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,696532,692020,681591,1477,52267,983437,1340065,28662,830,240,226,16141,853,141275,11742,101.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,1043340,925828,1193343,6295,720412,13477,1437144,50688,2077,474853,938,1988,164,283142,24901,113.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,931184,843508,1034136,3360,494189,14289,1433067,118673,1542,216997,241,1935,138,243163,16217,110.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,3468507,3157671,4300965,76565,1003302,527966,5819980,687452,12708,18782,1020,81079,257,990085,182350,110.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,361708,308211,308653,754,99134,42429,497045,168129,874,1723,98,1521,34,43141,7416,117.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,936634,892096,829582,1585,357196,178719,1732852,78990,730,231,144,14640,82,161845,12794,105.0,45.0
